id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
6ed985f1,style2,interpolation,512,400,cuda:0,8,1,19173
c2ffbfc9,mobile,interpolation,512,200,cuda:1,8,1,15157
da8f287e,style2ada,interpolation,1024,400,cuda:1,2,1,74145
420af4ca,style2,random,512,400,cuda:1,4,1,58133
3406cbee,mobile,interpolation,512,800,cuda:1,8,1,42092
dd5dea66,style1,interpolation,1024,800,cuda:0,8,1,26045
f59fc3ef,style1,interpolation,512,100,cuda:0,8,1,10045
949c5b90,style2ada,interpolation,512,200,cuda:0,8,1,18025
99933e13,anycost,interpolation,1024,200,cuda:0,4,1,27008
386416e7,style2,interpolation,1024,800,cuda:0,4,1,60988
0638d31d,swa,interpolation,1024,100,cuda:0,8,1,28988
243b3d31,anycost,random,512,100,cuda:0,8,1,22896
0ef0d7b6,style2ada,interpolation,512,200,cuda:0,4,1,45885
75c7850b,anycost,random,512,100,cuda:1,2,1,30868
e15867ab,style1,interpolation,512,400,cuda:1,8,1,26781
cffe178b,style2,random,256,200,cuda:1,4,1,26694
cdd5ce57,style2,random,512,200,cuda:0,8,1,25673
4a53d0f0,mobile,random,1024,200,cuda:0,4,1,20673
f8ebc2f7,style2,interpolation,256,800,cuda:0,8,1,36614
29e6a85b,style2ada,interpolation,1024,800,cuda:0,2,1,61531
e59d6d64,stylemap,random,1024,100,-1,-1,1,-1
e762b700,mobile,interpolation,256,100,cuda:1,8,1,13496
5f07fa6c,style1,interpolation,256,400,cuda:1,8,1,12496
4eed5509,swa,interpolation,1024,100,cuda:1,4,1,18473
ea4f923a,stylemap,interpolation,512,800,-1,-1,1,-1
94e932ad,anycost,random,512,100,cuda:0,8,1,14453
664d4a39,mobile,interpolation,512,400,cuda:1,8,1,16453
8d4bf9a2,style1,random,512,400,cuda:1,8,1,18425
29420216,mobile,interpolation,1024,200,cuda:1,2,1,25425
d0f2cee9,style2ada,interpolation,256,200,cuda:0,8,1,13392
4eb5280a,stylemap,interpolation,256,400,cuda:0,4,1,68312
0a0edcea,swa,interpolation,512,800,cuda:1,8,1,42312
1c3d89c9,style1,interpolation,256,200,cuda:1,8,1,17285
637b8878,stylemap,random,256,800,cuda:0,4,1,61205
43dfdc3a,style2,random,512,200,cuda:1,4,1,29145
b53e39c4,style1,interpolation,512,200,cuda:1,8,1,23145
0a0c4ceb,style1,random,1024,200,cuda:0,4,1,20125
db9fcea6,swa,random,1024,400,cuda:1,4,1,91111
4e4c6dfa,style2ada,random,256,800,cuda:1,4,1,57092
